run_id,condition,agent_id,dp_index,keyword_score,judge_verdict,judge_reason,orchestrator_state,answer_keywords,question_fragment,response_text
s8_n3_dense_d3_baseline_t09_78ff58,baseline,a3,0,1,CORRECT,"The response directly addresses the steering question by definitively selecting a target audience (enterprise security practitioners/CISOs and architects), explaining why this audience is appropriate given their technical engagement level with PQC challenges and standards, and providing calibration guidance for content development.",FLAT,enterprise|practitioner|technical,target audience framing for post-quantum cryptography whitepaper,"**DECISION: Enterprise security practitioners / CISOs and architects**

**Rationale:** This audience is the optimal balance — technical enough to engage with PQC migration challenges, standards (NIST PQC selections, CNSA 2.0), and implementation timelines, but not requiring the mathematical depth that academic cryptographers need. This calibrates the whitepaper toward actionable adoption guidance, risk assessment frameworks, and practical migration roadmaps.

**Next:** Agent a3 — proceed with outline structure for Section 1 (Executive Summary) through Section 6 (Enterprise Migration Considerations), targeting appropriate technical depth. Highlight areas requiring audience calibration decisions (e.g., cryptographic primitives explanations vs. implementation guidance)."
s8_n3_dense_d3_baseline_t07_c42f84,baseline,a3,14,1,CORRECT,"The orchestrator directly answers the steering question by making a clear, defensible decision (business risk framing) for the executive summary emphasis, explains the rationale, and provides a concrete recommended structure with example language—substantively addressing what emphasis to use for the target audience.",FLAT,business risk|ciso|executive,executive summary emphasis for PQC whitepaper,"# ORCHESTRATOR DECISION — Agent a3 [HIGH]

## Executive Summary Emphasis: Business Risk Framing

---

### Decision

**Business risk framing is the ONLY appropriate executive summary emphasis for a CISO/board-level audience.**

---

### Rationale

**Executive summaries serve a different reader than the 15 technical sections that follow.** Technical algorithm comparisons belong in Sections 3–4; they do not drive executive decisions.

**What drives executive decisions:**
- A clear, credible threat with business consequences
- Evidence that action is both urgent and feasible
- Defined action items the CISO can take to the board

---

### Recommended Executive Summary Structure

#### 1. Opening Hook — The Business Threat (2-3 sentences)
> ""Adversaries are archiving your organisation's encrypted data today. When quantum computers arrive — estimated 2030+ — they will decrypt RSA and ECC-protected communications, contracts, and health records retroactively. Your data has a 10-25 year sensitivity window. The harvest-now threat is not theoretical. It is the reason PQC migration must begin now.""

#### 2. The Business Case — Cost Is Manageable (1-2 sentences)
> ""Unlike Y2K or GDPR compliance, PQC migration follows a proven playbook: hybrid cryptography provides quantum protection immediately while classical algorithms remain, enabling phased transition without disrupting operations.""

#### 3. CISO"
s8_n3_dense_d3_baseline_t01_9e10b0,baseline,a1,11,0,INCORRECT,"The response discusses PQC vendor landscape coverage and whitepaper structure for quantum-safe cryptography, which has no relevance to the task domain of iteratively training and tuning a BERT text classifier on legal documents or to the checkpoint save strategy steering question.",FLAT,best model|lowest val|checkpoint,model checkpoint save strategy,"# Orchestrator Response — Flat Context Steering Decision

---

## Agent a3 — Vendor Landscape Coverage Strategy ✓ CONFIRMED

**Decision**: Cover major PQC vendors (PQShield, Quantinuum, SandboxAQ, IBM Quantum-safe) — gives practitioners an actionable procurement map without commercial endorsement.

**Rationale**:

| Option | Verdict | Reasoning |
|--------|---------|-----------|
| **Cover major PQC vendors** | ✓ **SELECTED** | Actionable procurement guidance; maps vendor capabilities to whitepaper sections; maintains editorial independence |
| Endorse a single vendor | ✗ Rejected | Commercially inappropriate for independent whitepaper; destroys credibility with enterprise audiences |
| Omit vendor landscape | ✗ Rejected | Misses key practitioner use case — ""who do we buy PQC solutions from?"" — reduces whitepaper procurement value |

---

## Section 13 Recommended Structure

1. **Role of commercial vendors** — ""Commercial PQC vendors complement open-source libraries (liboqs); enterprises need vendor support, SLAs, and integration services that open-source alone cannot provide""
2. **Vendor coverage framework** — Cover each vendor by:
   - **Primary PQC offering** (crypto library, HSM integration, TLS toolkit, consulting)
   - **Target customer segment** (government/Defence, financial services, general enterprise)
   - **Integration path** with whitepaper sections (TLS hybrid → certificate migration → HSM updates)
3. **Representative vendor list** (balance across segments):
   - **PQShield** — PQC crypto library + consulting; strong government/Defence positioning
   - **SandboxAQ** — Post-quantum security suite (TLS, key management, discovery tools); broad enterprise focus
   - **IBM** — Quantum-safe cryptography (hardware + software);"
s8_n3_dense_d3_dacs_t03_534933,dacs,a2,11,1,CORRECT,"The orchestrator's response directly addresses the steering question about sensitivity analysis for robustness by confirming sensitivity analyses that vary outlier treatment and imputation assumptions, providing scientific rationale (CONSORT compliance, robustness to methodological choices), and distinguishing between reproducibility testing (random seeds) and assumption sensitivity testing.",FOCUS,sensitivity|robustness check|exclusion criteria,sensitivity analysis for robustness,"## Steering Decision: Agent a2

**Confirmed: Sensitivity analyses varying outlier treatment and imputation assumptions**

### Rationale

| Criterion | Decision Factor |
|-----------|-----------------|
| CONSORT compliance | Sensitivity analyses are required for major methodological assumptions — omission invites reviewer criticism ✓ |
| Scientific robustness | Varying assumptions demonstrates results are not artifact of single analytical choices ✓ |
| Different seeds alone | Changing random seeds only tests reproducibility, not assumption sensitivity — insufficient ✗ |
| Omission consequence | Results vulnerable to ""what if you had done X instead?"" challenges without it ✗ |

### Required Sensitivity Analyses for Clinical Trial

#### 1. **Outlier Handling Sensitivity**
| Analysis | Method |
|----------|--------|
| Primary | Winsorisation at 1st/99th percentile |
| Sensitivity A | Winsorisation at "
s8_n3_dense_d3_baseline_t05_21fa95,baseline,a2,0,1,CORRECT,,FLAT,t-test|student|welch,statistical test for continuous primary outcome,"# Steering Decisions — Flat Context Response

---

## Agent a2 — Statistical Test Selection [HIGH] ✅

**Decision: Two-sample Welch's t-test as primary test.**

Rationale:
- Continuous outcome (systolic BP reduction) — not categorical → chi-squared is indeed inappropriate
- Two independent groups (treatment vs. control)
- Welch's t-test preferred over standard t-test due to robustness to potential unequal variances (standard assumption in clinical trials with active vs. placebo arms)
- If normality assumption is violated after inspection, fall back to Mann-Whitney U as sensitivity analysis

**Actionable next step:** Run Shapiro-Wilk normality test on BP reduction distributions for both groups; if p > 0.05, proceed with Welch's t-test.

---

## Agent a3 — Target Audience [HIGH] ✅

**Decision: Enterprise security practitioners (CISOs, security architects) as primary audience.**

Rationale:
- Commercial whitepaper requires broad enterprise relevance → academic cryptographers too narrow
- Actionable PQC adoption"
s8_n3_dense_d3_baseline_t08_cce362,baseline,a1,4,1,CORRECT,"The response directly addresses the steering question about learning rate schedules for BERT fine-tuning by confirming ""linear warmup followed by cosine or linear decay,"" which is a well-established and technically sound approach for transformer model fine-tuning.",FLAT,warmup|cosine|linear warmup,learning rate schedule for BERT fine-tuning,"# Orchestrator Steering Decisions — Parallel Agents

---

## Agent a1 [MEDIUM] — Decision Confirmed

**Question:** Learning rate schedule for BERT fine-tuning?

**Decision: Linear warmup followed by cosine or linear decay**

| Option | Appropriateness | Rationale |
|--------|-----------------|-----------|
|"
s8_n3_dense_d3_dacs_t05_30cdbf,dacs,a2,4,1,CORRECT,"The orchestrator explicitly selects 95% confidence intervals as the standard for reporting clinical trial results, provides clear justification based on CONSORT guidelines and regulatory requirements (FDA/EMA), and demonstrates practical implementation with a concrete example showing how the CI would be reported alongside primary outcomes.",FOCUS,95%|95 percent|confidence interval,confidence interval width for reporting,"# Steering Decision: Agent a2 — Confidence Interval Width

## Decision: CONFIRMED — 95% Confidence Intervals

**Interval estimate reporting:** 95% CI for primary outcome (mean difference, Cohen's d, and all secondary outcomes)

## Rationale

| Option | Justification |
|--------|---------------|
| **95% CI** ✓ | Gold standard for clinical trial reporting; mandated by CONSORT guidelines; widely accepted by regulators (FDA/EMA) |
| 90% CI ✗ | Not standard for clinical publications; acceptable only in narrow regulatory contexts (bioequivalence), not efficacy outcomes |
| 99% CI ✗ | Overly conservative; reduces precision unnecessarily; not expected by journals or regulators |

## Implementation

Report alongside primary outcome results:

```
Primary Outcome: Systolic BP Reduction (12 weeks)
├── Mean difference: -8.2 mmHg (treatment − control)
├── 95% CI: [-13.4, -3.0] mmHg
├── t-statistic: 3.12
├── p-value: 0.003
└── Cohen's d: 0.61 [95% CI: 0.24, 0.98]
```

## Summary — Complete Primary Analysis

| Component | Result |
|-----------|--------|
| Test | Welch's t-test |
| Normality | Confirmed (p=0.31) |
| Mean diff | -8.2 mmHg |
"
s8_n3_dense_d3_baseline_t08_cce362,baseline,a2,2,0,INCORRECT,"The orchestrator response addresses NIST Post-Quantum Cryptography standards for a whitepaper, which is entirely unrelated to the steering question about multiple comparison correction for statistical hypothesis testing in clinical trials.",FLAT,bonferroni|fdr|benjamini,multiple comparison correction for family of tests,"# Orchestrator Steering Decision: Agent a3

**Question:** NIST standardisation depth for PQC whitepaper Section 3?

**Decision: One focused section covering NIST PQC standards and FIPS 203/204/205**

| Option | Appropriateness | Rationale |
|--------|-----------------|-----------|
| **Focused section on NIST standards + FIPS references** | ✅ Primary | Provides compliance anchor enterprises need; actionable FIPS reference points for procurement/audit |
| Deep-dive 6-year competition | ⚠️ Excessive | Too much historical detail; dilutes practitioner focus; exceeds whitepaper scope |
| Mention NIST in passing"
s8_n3_dense_d3_dacs_t04_ba1ae5,dacs,a3,13,1,CORRECT,"The orchestrator provides a clear decision on appendix content (glossary + reference list), substantiates the choice with practitioner-focused reasoning about enterprise whitepaper utility, and distinguishes this from including overly technical algorithm parameters — directly answering the design question for the PQC whitepaper appendix.",FOCUS,glossary|appendix|reference,appendix design for PQC whitepaper,"**DECISION: Include a glossary of PQC terms and a reference list of standards/further reading as appendix content**

**Rationale:**
- **Practitioner utility is paramount** — security architects, engineers, and procurement teams need a quick-reference glossary for unfamiliar PQC terminology without re-reading the body text
- **Standards reference list enables compliance documentation** — practitioners citing FIPS 203, NIST SP 800-208, or IETF drafts need direct citations they can copy into procurement documents and audit reports
- **Raw algorithm parameter tables are too technical** — byte-level key sizes, signature lengths, and security levels are useful for implementers but belong in a specification document, not a practitioner whitepaper
- **No appendix undermines reference value** — enterprise whitepapers serve as ongoing reference documents; removing the appendix reduces long-term utility and distinguishes the document from a mere marketing piece
- **Glossary + references is the established industry standard** — NIST publications, ENISA reports, and vendor whitepapers consistently use this appendix format

**Guidance for Agent a3 on Appendix Design:**

Structure the appendix around:

1. **Glossary of Key Terms** (15–20 terms — alphabetical):
   - CRQC (Cryptographically Relevant Quantum Computer)
   - Hybrid cryptography
   - KEM (Key Encapsulation Mechanism)
   - Lattice-based cryptography
   - ML-KEM / ML-DSA / SLH-DSA
   - NIST PQC Standardization
   - Post-quantum cryptography
   - Quantum threat / harvest-now attack
   - Crypto-agility
   Include 10–12 additional terms relevant to the whitepaper body

2. **Standards and Reference List** (categorized):
   - **NIST Standards**: FIPS 203, FIPS 204, FIPS 205, NIST SP 800-208, CN"
s8_n3_dense_d3_baseline_t10_12a431,baseline,a2,12,0,INCORRECT,"The response discusses post-quantum cryptography terminology, NIST cryptographic standards, and enterprise security whitepapers - completely unrelated to clinical trial analysis, statistical hypothesis testing, or healthcare research.",FLAT,consort|strobe|reporting guideline,reporting standard for clinical trial analysis,"## Orchestrator Decision

### Agent a3 — APPROVED

**Decision:** Include a **glossary of PQC terms and a standards/reference list** as appendix content — no raw algorithm parameter tables.

**Rationale:**
- A glossary is the **standard appendix component** for practitioner whitepapers — enterprise security teams, CISOs, and technical staff reading outside their immediate specialty need term definitions (e.g., ""KEM,"" ""CRQC,"" ""crypto-agility,"" ""SPHINCS+"")
- A standards reference list is **essential for compliance-oriented readers** who need to cite NIST SP 800-208, FIPS 203/204/205, and IETF drafts in their own internal documentation
- **Raw algorithm parameter tables are too technical** for a practitioner audience — algorithm specifications belong in academic papers or NIST documentation, not an enterprise whitepaper appendix
- **No appendix reduces reference utility** — whitepapers are often used as desk references; removing the appendix means practitioners have nowhere to look up terms or find further reading
- This is consistent with the whitepaper's target audience: enterprise practitioners who need actionable guidance, not algorithm-level detail

**Appendix structure recommendation:**
1. **Glossary** — 20–30 key PQC/cryptography terms (KEM, PKE, digital signature, CRQC, HNDL, crypto-agility, etc.)
2. **Standards reference** — NIST FIPS/SP documents, IETF drafts, relevant RFCs
3. **Further reading** — NIST PQC standardization page, CISA quantum security guidance, vendor whitepapers (PQShield, SandboxAQ technical docs)
4. **Quick-reference decision tree** — one-page migration prioritization flowchart summarizing Sections 3–10 decisions (optional but high value)

**Skip:** Algorithm parameter tables, cryptographic performance"
s8_n3_dense_d3_baseline_t04_b4e8cf,baseline,a3,3,1,INCORRECT,"The response confirms hybrid cryptography as the recommended migration approach but does not actually address timeline framing—it lacks any discussion of phases, milestones, time horizons, or scheduling considerations for PQC adoption.",FLAT,hybrid|crypto-agility|migration,migration timeline framing for PQC adoption,"# Orchestrator Decision — Agent a3 Steering Request

**Task:** Migration timeline framing for PQC whitepaper Section 4

---

## Decision: Hybrid Cryptography / Crypto-Agility Approach ✓

**Confirmed:** Recommend the hybrid cryptography migration approach as the enterprise-standard PQC adoption strategy.

| Option | Verdict | Reason |
|--------|---------|----------|
| **Hybrid Cryptography** | ✓ **"
s8_n3_dense_d3_dacs_t04_ba1ae5,dacs,a3,3,1,CORRECT,"The response directly addresses the migration timeline framing question by providing urgency justification (harvest-now attacks), recommending a hybrid cryptography approach aligned with NIST/ENISA guidance, and outlining a phased migration timeline structure for the agent tasked with writing the specific section.",FOCUS,hybrid|crypto-agility|migration,migration timeline framing for PQC adoption,"**DECISION: Hybrid cryptography approach first (crypto-agility strategy)**

**Rationale:**
- Immediate full cutover is operationally infeasible — breaks compatibility with classical systems, third-party integrations, and existing infrastructure
- Waiting until quantum computers exist is catastrophically risky — ""harvest now, decrypt later"" attacks mean encrypted data captured today becomes vulnerable retroactively
- Hybrid cryptography is the **only approach endorsed by NIST, ENISA, and major enterprise security frameworks** for PQC migration
- Enables incremental deployment while maintaining backward compatibility with classical systems during transition

**Guidance for Agent a3 on Section 4 (Migration Timeline and Strategy):**

Structure the section around:
1. **Why hybrid now (urgency framing)**: Harvest-now attacks create immediate risk for long-lived secrets — ""decade-long confidentiality"" data (IP, PII, financial records) needs protection today
2. **Hybrid architecture model** (2-3 sentences): Run classical + PQC in parallel; negotiate both simultaneously; accept whichever both parties support
3. **Phased migration timeline** (practical reference):
   - **Phase 1 (2024-2026)**: Inventory cryptographic assets, enable hybrid mode in TLS 1.3, prioritize new connections
   - **Phase 2 (2026-2028)**: Rotate high-value keys to PQC, update crypto libraries, remediate critical systems
   - **Phase 3 (2028+)**: Decommission classical algorithms for PQC-protected use cases once ecosystem matures
4. **Crypto-agility as architectural principle**: Design systems to swap algorithms without full redesign — this is"
s8_n3_dense_d3_baseline_t07_c42f84,baseline,a1,7,0,INCORRECT,"The orchestrator response discusses HSM (Hardware Security Module) post-quantum cryptography migration and key management strategies, which is completely unrelated to the steering question about early stopping criteria for training a BERT text classifier on legal documents; the response addresses cryptographic infrastructure rather than machine learning training loop optimization.",FLAT,validation loss|val_loss|patience,early stopping criterion for training loop,"# ORCHESTRATOR DECISION — Agent a3 [MEDIUM]

**DECISION: Cover HSM PQC support status and key management migration guidance**

HSM coverage is mandatory — these devices are the central cryptographic key management control for enterprises. Practitioners need actionable guidance, not blanket replacement recommendations.

**Recommended Section 10 Structure:**

1. **Current HSM PQC Support Landscape**
   - Major vendors (Thales Luna, Entrust nShield, Utimaco) have firmware/pathces for Kyber-768 and Dilithium
   - FIPS 140-3 validated modules are adding PQC algorithms incrementally
   - **Action:** Check firmware versions and NIST algorithm validation certificates before planning migration

2. **HSM Migration Strategy**
   - **Do NOT replace HSMs** — firmware updates are the path for most enterprises
   - Hybrid key ceremony support (generate both classical and PQC keys)
   - Key lifecycle management must accommodate longer PQC key sizes

3. **Enterprise Key Management Integration**
   - KMIP (Key Management Interoperability Protocol) extensions for PQC
   - HSMs as roots of trust in hybrid PKI deployments
   - Certificate signing requests (CSRs) with PQC algorithms

4. **What to Exclude:**
   - ""Replace all HSMs immediately"" — impractical; firmware paths exist
   - Skipping HSM coverage — would omit the most security-critical component of key management

**Calibration:** Enterprise practitioners need to know their existing HSM investments are largely salvageable via firmware updates, not replacement. This is reassuring and actionable.

Proceed with Section 10 covering HSM PQC readiness and migration guidance."
s8_n3_dense_d3_baseline_t06_c1275d,baseline,a3,3,1,CORRECT,"The response correctly addresses the migration timeline framing question by recommending the hybrid crypto-agility approach as the standard enterprise migration strategy, explaining why immediate full cutover is infeasible while also warning against delayed migration due to harvest-now threats, and providing a practical phased rollout framework with prioritization guidance.",FLAT,hybrid|crypto-agility|migration,migration timeline framing for PQC adoption,"## Steering Decision

### Agent a3 [HIGH] — PQC Migration Strategy

**Decision: Hybrid cryptography approach (crypto-agility framework)**

---

**Rationale:**

- **Universal recommendation**: NIST, NSA, and CISA all endorse hybrid PQC deployment as the transition strategy — not full immediate cutover or delayed migration
- **Crypto-agility**: Running classical + PQC in parallel during transition enables backward compatibility with legacy systems while progressively hardening against harvest-now attacks
- **Enterprise feasibility**: Immediate full cutover is architecturally infeasible for most enterprises (breaks external TLS, signed documents, PKI trust chains)
- **Harvest-now vulnerability**: Waiting until quantum computers exist is too late — adversaries are capturing encrypted traffic now for future decryption; migration must begin proactively
- **Practical framework**: Hybrid approach allows phased rollout: prioritize high-value data/critical infrastructure first, maintain dual-protocol stacks, update as PQC matures

---

**Recommended whitepaper framing:**
- Position hybrid as the *only deployable* migration strategy for enterprises
- Define ""crypto-agility"" as the architectural goal (ability to swap algorithms without full system redesign)
- Outline transition phases: assessment → hybrid pilot → full PQC migration
- Reference NIST SP 800-"
s8_n3_dense_d3_dacs_t03_534933,dacs,a1,5,1,CORRECT,"The response directly addresses the optimizer selection question by recommending AdamW with clear justification, compares it against alternatives (Vanilla Adam, SGD+momentum), and provides correct implementation code with standard BERT fine-tuning hyperparameters (lr=2e-5, weight_decay=0.01), which is the established best practice for transformer fine-tuning.",FOCUS,adamw|weight decay|adam,optimizer for BERT fine-tuning,"## Decision for Agent a1: Optimizer Selection for BERT Fine-Tuning

**Recommended: AdamW (Adam with Decoupled Weight Decay)**

### Rationale:

| Option | Verdict | Reason |
|--------|---------|--------|
| **AdamW** | ✅ **SELECT** | Standard optimizer for all transformer fine-tuning; decoupled weight decay provides proper L2 regularization; matches BERT/Hugging Face recommended recipe |
| Vanilla Adam | ❌ Reject | Coupled weight decay behaves differently from true L2 regularization; less effective regularization for fine-tuning |
| SGD + momentum | ❌ Reject | Requires careful LR tuning; not standard for transformers; slower convergence without adaptive learning rates |

### Implementation Notes:

```python
from torch.optim import AdamW
from transformers import get_linear_schedule_with_warmup

# AdamW configuration for BERT
optimizer = AdamW(
    model.parameters(),
    lr=2e-5,                    # Standard BERT fine-tuning LR
    betas=(0.9, 0.999),
    eps=1e-8,
    weight_decay=0.01           # Decoupled weight decay (not coupled to LR like vanilla Adam)
)

# Scheduler (already configured)
scheduler = get_linear_schedule_with_warmup(
    optimizer,
    num_warmup_steps=warmup_steps,
    num_training_steps=total_steps
)
```

###"
s8_n3_dense_d3_baseline_t03_8d1cf0,baseline,a2,8,0,INCORRECT,"The response discusses HSM (Hardware Security Module) cryptographic infrastructure and PQC (Post-Quantum Cryptography) migration strategies, which has no relevance to covariate adjustment strategies for statistical hypothesis testing in clinical trials.",FLAT,confounder|covariate|ancova,covariate adjustment strategy,"# Steering Decision — Flat Context Request

---

## Agent a3 — HSM and Key Management Coverage for PQC

**DECISION: Cover HSM PQC support status and key management migration as a distinct section**

**Rationale:** HSMs are the central key management control point for enterprise cryptographic operations—certificate signing, key storage, and cryptographic processing. Skipping HSM coverage leaves enterprises without guidance on the most critical infrastructure component for PQC migration. Recommending immediate replacement of all HSMs is impractical and ignores that major vendors have already released or announced PQC firmware support.

**Calibration guidance for Section 10:**

- **HSM vendor status:** Thales Luna (firmware 7.x+), nShield (Connect and Solo), and Utimaco have all announced or delivered PQC algorithm support via firmware updates—not hardware replacement
- **Migration framing:** Emphasize firmware updates as the path forward for existing HSMs; hardware replacement only needed for end-of-life devices
- **Key management implications:** PQC key sizes differ (Dilithium keys are larger than ECDSA); confirm HSM capacity for new key formats before deployment
- **Operational continuity:** HSM"
s8_n3_dense_d3_dacs_t10_92b2b9,dacs,a1,12,1,CORRECT,"The response directly addresses the steering question about classification head design by recommending a single linear layer from [CLS] to num_classes, and substantiates this choice with multiple technically sound arguments including parameter efficiency, overfitting prevention, alignment with pretrained weights, and compatibility with established LegalBERT benchmarks.",FOCUS,linear|classification head|dense layer,classification head design for BERT output,"# Steering Decision for Agent a1

**Recommended choice: Single linear layer from [CLS] hidden_size → num_classes**

## Rationale

1. **Standard BERT fine-tuning architecture** — The [CLS] token is pretrained specifically to aggregate sequence-level information; a linear projection is all that's needed to adapt it for classification

2. **Minimal parameters for fine-tuning** — With 50K examples, the pretrained LegalBERT layers already contain domain knowledge. The classification head should learn task-specific mappings with few parameters, not reconstruct feature extractors

3. **Prevents overfitting** — A 768→12 linear layer adds only ~9,200 parameters. An MLP (768→256→12) adds ~200K parameters — 22× more — creating overfitting risk on a fine-tuning dataset this size

4. **Matches established LegalBERT recipes** — All published LegalBERT classification experiments use single linear heads; enables fair comparison to benchmarks

5. **Complementary to existing regularization** — Combined with dropout (0.1-0.3), focal loss,"
s8_n3_dense_d3_dacs_t01_89b42f,dacs,a1,3,1,CORRECT,The response directly addresses the steering question by recommending a specific batch size strategy (gradient accumulation with micro-batch=4 and 8 accumulation steps) that solves the GPU memory constraint while preserving an effective batch size of 32.,FOCUS,gradient accumulation|micro-batch|accumulation,batch size strategy for GPU memory constraint,"# Steering Decision: Agent a1

## Recommendation: **Gradient accumulation over 8 micro-batches of 4 (effective batch=32, GPU-safe)**

### Rationale

| Factor | Decision |
|--------|----------|
| **Effective batch preservation** | Achieves effective batch size of 32 — maintains gradient estimation quality comparable to fitting batch=32 directly |
| **GPU memory safety** | Micro-batch of 4 fits comfortably on 16GB; no OOM risk |
| **Standard BERT technique** | Gradient accumulation is the established method for large-batch training on constrained hardware (used in original BERT fine-tuning) |
| **Optimizer compatibility** | Works with AdamW and all standard schedulers |

### Implementation
```python
from torch.cuda.amp import autocast, GradScaler

accumulation_steps = 8
micro_batch_size = 4
effective_batch = accumulation_steps * micro_batch_size  # 32

scaler ="
s8_n3_dense_d3_dacs_t04_ba1ae5,dacs,a2,13,1,CORRECT,"The response directly addresses the meta-analysis eligibility determination question by recommending Cochran's Q and I² statistics as the appropriate tools to formally assess heterogeneity before deciding whether to include studies in a meta-analysis, citing authoritative guidelines and providing the statistical methodology.",FOCUS,heterogeneity|i-squared|cochran,meta-analysis eligibility determination,"**STEERING DECISION for Agent a2**

**Verdict: Cochran's Q and I² statistic — proceed.**

**Rationale:**
- Cochran's Q and I² are the universally accepted standard tools for assessing between-study heterogeneity in meta-analysis
- Assuming homogeneity without testing is methodologically invalid — clinical trials vary in populations, settings, and protocols, and true effect heterogeneity is the norm, not the exception
- Premature exclusion from meta-analysis discards potential evidence synthesis value and is not justified without formal heterogeneity assessment
- Cochrane Collaboration, GRADE framework, and PRISMA guidelines all mandate heterogeneity assessment before meta-analytic pooling

**Recommended protocol:**

1. **Calculate Cochran's Q statistic:**
   - Q = Σwᵢ(Yᵢ - Ȳ)² where wᵢ = inverse variance weight, Yᵢ = study effect,"
s8_n3_dense_d3_baseline_t02_d1254f,baseline,a2,12,0,INCORRECT,"The orchestrator response discusses model checkpoint save strategy (when to save model weights during training), which has no relevance to the steering question about reporting standards for clinical trial analysis, which would involve topics such as CONSORT guidelines, effect sizes, confidence intervals, p-value reporting conventions, or ICH E3 standards.",FLAT,consort|strobe|reporting guideline,reporting standard for clinical trial analysis,"## Orchestrator Decisions

---

### Agent a1 — Model Checkpoint Save Strategy ✓

**Decision: Save the model with the best validation loss (or highest macro F1)**

**Rationale:**
- Best-validation checkpoint is the universal training loop practice — preserves the model with optimal generalisation regardless of when early stopping triggers
- Saves every epoch wastes disk space linearly and creates no value over"
s8_n3_dense_d3_dacs_t01_89b42f,dacs,a3,5,1,CORRECT,"The response directly and substantively addresses the steering question by providing a specific library recommendation (liboqs) with detailed technical justification covering algorithm coverage, maintenance status, production readiness, and cross-platform capabilities, while also offering a secondary recommendation for specific ecosystems.",FOCUS,liboqs|bouncycastle|library,PQC implementation library recommendation,"**STEERING DECISION: PQC Implementation Library Confirmed**

**Primary Recommendation:** `liboqs` (Open Quantum Safe) — the cross-platform, open-source reference library.

**Rationale:**
- **Broad algorithm coverage** — implements all NIST-standardized algorithms (Kyber, Dilithium, ML-DSA, SLH-DSA, SPHINCS+) with consistent API across C, Python, and Java bindings
- **Active maintenance** — maintained by the Open Quantum Safe initiative with ongoing cryptanalysis response and parameter updates
- **Production-ready** — used as the baseline for TLS hybrid implementations (OpenSSL, BoringSSL patches), HSM vendor testing, and major cloud provider PQC pilots
- **Cross-platform** — primary library for integrating PQC into enterprise stacks regardless of language runtime

**Secondary Recommendation (Java/JVM ecosystem):**
- **BouncyCastle** PQC extension — valid choice for JVM-only environments; acceptable if Java is the primary language, but does not provide the cross-platform breadth of liboqs
- Note: BouncyCastle PQC support is community-driven and lags liboqs in algorithm freshness

**Excluded:**
- **Writing PQC from scratch** — categorically not recommended for enterprise teams; lattice-based algorithm implementation requires specialist cryptographic engineering to avoid side-channel vulnerabilities

**Calibration for Section 6:**
- Recommend liboqs with specific callout to **oqs-bind** (DNS security), **oqs-provider** (OpenSSL integration), and **Circl** (Cloudflare's Go PQC library as an alternative for Go-based stacks)
- Frame library selection as a **build-vs-buy decision** — use vendor-supplied PQC-enabled products (HSM firmware, TLS stacks) for production; use liboqs for internal tooling, prototypes, and migration testing

**Next:** Confirm enterprise use case prioritization (TLS/HTTPS, code signing, key"
s8_n3_dense_d3_baseline_t05_21fa95,baseline,a3,2,1,CORRECT,"The orchestrator directly addresses the NIST standardization depth question by making a clear, defensible recommendation: one dedicated section covering FIPS 203/204/205 final standards, not the internal competition mechanics. The rationale justifies this choice based on enterprise audience needs (compliance, procurement, audit documentation), which is appropriate for a whitepaper targeting enterprise practitioners.",FLAT,nist|nist pqc|standardiz,NIST standardisation depth for PQC whitepaper,"# Steering Decision — Agent a3 [HIGH] ✅

**Decision: Cover the NIST PQC standardisation process and final standards (FIPS 203/204/205) in one focused section.**

---

## Rationale

**Compliance anchor requirement:**
- Enterprise practitioners *need* FIPS references for procurement specs and audit documentation
- CISOs must explain NIST endorsement to legal/regulatory stakeholders
- A dedicated section provides the compliance ""stamp of approval"" that drives adoption decisions

**Audience-appropriate depth:**
- Enterprise architects need to *know NIST standardised PQC* and *what the standards are* — not the internal cryptographic competition mechanics
- Historical competition narrative (6-year timeline, candidate elimination rounds) serves academic audiences, not implementation roadmaps
- Reference the outcome (FIPS 203/204/205) and its implications, not the process

**""Mention in passing"" is insufficient:**
- Enterprises face regulatory scrutiny (FIPS 140-3, NIST SP 800-56A/B migration)
- Absent concrete standard references, whitepaper lacks actionable compliance guidance
- Practitioners will ask ""which standards apply?"" — one section answers definitively

---

## Recommended Section Structure (Section 3)

1. **NIST PQC Standardisation timeline** — 2-3 sentences: when established, why (quantum threat to RSA/ECC)
2."
s8_n3_dense_d3_baseline_t08_cce362,baseline,a1,14,1,CORRECT,"The response directly addresses the steering question by evaluating multiple options for model versioning and registry, selecting MLflow as the appropriate tool, and providing rationale explaining why it suits production needs while alternatives like Git or S3 naming conventions are insufficient.",FLAT,mlflow|model registry|versioning,model versioning and registry for production,"# Orchestrator Steering Decisions — Parallel Agents

---

## Agent a1 [MEDIUM] — Decision Confirmed

**Question:** Model versioning and registry for production?

**Decision: MLflow model registry**

| Option | Appropriateness | Rationale |
|--------|-----------------|-----------|
| **MLflow model registry** | Tracks experiment runs, parameters, metrics, artifact versions; standard for ML model lifecycle | **✓ SELECTED** |
| Git-based versioning of model files | Diffs not meaningful for binary files; git LFS adds cost without query capability | ✗ Exclude |
| Manual S3 naming convention | Brittle; hard to query by metric or parameter; no lineage tracking | ✗ Exclude |

### Recommended Config

```python
# MLflow model registry workflow
import mlflow

mlflow.set_experiment(""legal-document-classifier"")

# Log run with all metadata
with"
