run_id,batch_id,condition,agent_id,domain,question,gold,answer,exact_match,llm_corrected
gaia_b09_n3_dacs_t02_370536,gaia_b09_n3,dacs,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_dacs_t02_370536,gaia_b09_n3,dacs,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_dacs_t02_a013cc,gaia_b09_n3,dacs,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_dacs_t02_a013cc,gaia_b09_n3,dacs,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_dacs_t02_a013cc,gaia_b09_n3,dacs,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_dacs_t03_6e212f,gaia_b09_n3,dacs,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_dacs_t03_6e212f,gaia_b09_n3,dacs,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_dacs_t03_6e212f,gaia_b09_n3,dacs,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_dacs_t03_859731,gaia_b09_n3,dacs,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_dacs_t03_859731,gaia_b09_n3,dacs,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_dacs_t03_859731,gaia_b09_n3,dacs,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_dacs_t04_3efa0d,gaia_b09_n3,dacs,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_dacs_t04_3efa0d,gaia_b09_n3,dacs,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_dacs_t04_3efa0d,gaia_b09_n3,dacs,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_dacs_t04_ac5718,gaia_b09_n3,dacs,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_dacs_t04_ac5718,gaia_b09_n3,dacs,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_dacs_t04_ac5718,gaia_b09_n3,dacs,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_dacs_t05_0908e8,gaia_b09_n3,dacs,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_dacs_t05_0908e8,gaia_b09_n3,dacs,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_dacs_t05_0908e8,gaia_b09_n3,dacs,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic acid,True,False
gaia_b09_n3_dacs_t05_6934c0,gaia_b09_n3,dacs,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_dacs_t05_6934c0,gaia_b09_n3,dacs,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_dacs_t05_6934c0,gaia_b09_n3,dacs,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b10_n3_baseline_t01_3cb7d9,gaia_b10_n3,baseline,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,305 BCE,False,False
gaia_b10_n3_baseline_t01_3cb7d9,gaia_b10_n3,baseline,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_baseline_t01_3cb7d9,gaia_b10_n3,baseline,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_baseline_t01_4435a9,gaia_b10_n3,baseline,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,305 BCE,False,False
gaia_b10_n3_baseline_t01_4435a9,gaia_b10_n3,baseline,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_baseline_t01_4435a9,gaia_b10_n3,baseline,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_baseline_t01_c920d5,gaia_b10_n3,baseline,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,305 BCE,False,False
gaia_b10_n3_baseline_t01_c920d5,gaia_b10_n3,baseline,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_baseline_t01_c920d5,gaia_b10_n3,baseline,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_baseline_t02_f490c3,gaia_b10_n3,baseline,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,305 BCE,False,False
gaia_b10_n3_baseline_t02_f490c3,gaia_b10_n3,baseline,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_baseline_t02_f490c3,gaia_b10_n3,baseline,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_baseline_t03_6d9f10,gaia_b10_n3,baseline,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,305 BCE,False,False
gaia_b10_n3_baseline_t03_6d9f10,gaia_b10_n3,baseline,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_baseline_t03_6d9f10,gaia_b10_n3,baseline,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_baseline_t03_91d325,gaia_b10_n3,baseline,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,305 BCE,False,False
gaia_b10_n3_baseline_t03_91d325,gaia_b10_n3,baseline,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_baseline_t03_91d325,gaia_b10_n3,baseline,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_baseline_t04_f2392e,gaia_b10_n3,baseline,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,305 BCE,False,False
gaia_b10_n3_baseline_t04_f2392e,gaia_b10_n3,baseline,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_baseline_t04_f2392e,gaia_b10_n3,baseline,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_baseline_t05_f45b99,gaia_b10_n3,baseline,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,305 BCE,False,False
gaia_b10_n3_baseline_t05_f45b99,gaia_b10_n3,baseline,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_baseline_t05_f45b99,gaia_b10_n3,baseline,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_dacs_t01_753648,gaia_b10_n3,dacs,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,305-280 BCE,False,False
gaia_b10_n3_dacs_t01_753648,gaia_b10_n3,dacs,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_dacs_t01_753648,gaia_b10_n3,dacs,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_dacs_t01_e13e14,gaia_b10_n3,dacs,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,300 BCE,False,False
gaia_b10_n3_dacs_t01_e13e14,gaia_b10_n3,dacs,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_dacs_t01_e13e14,gaia_b10_n3,dacs,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_dacs_t02_07a08e,gaia_b10_n3,dacs,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,305 BCE,False,False
gaia_b10_n3_dacs_t02_07a08e,gaia_b10_n3,dacs,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_dacs_t02_07a08e,gaia_b10_n3,dacs,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_dacs_t02_208972,gaia_b10_n3,dacs,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,305 BCE (or circa 300 BCE),False,False
gaia_b10_n3_dacs_t02_208972,gaia_b10_n3,dacs,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_dacs_t02_208972,gaia_b10_n3,dacs,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_dacs_t03_2d71fc,gaia_b10_n3,dacs,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,300 BCE,False,False
gaia_b10_n3_dacs_t03_2d71fc,gaia_b10_n3,dacs,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_dacs_t03_2d71fc,gaia_b10_n3,dacs,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_dacs_t03_df405b,gaia_b10_n3,dacs,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,305 BCE,False,False
gaia_b10_n3_dacs_t03_df405b,gaia_b10_n3,dacs,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_dacs_t03_df405b,gaia_b10_n3,dacs,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_dacs_t04_c30e0f,gaia_b10_n3,dacs,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,305 BCE,False,False
gaia_b10_n3_dacs_t04_c30e0f,gaia_b10_n3,dacs,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_dacs_t04_c30e0f,gaia_b10_n3,dacs,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_dacs_t04_e45a40,gaia_b10_n3,dacs,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,300 BCE,False,False
gaia_b10_n3_dacs_t04_e45a40,gaia_b10_n3,dacs,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_dacs_t04_e45a40,gaia_b10_n3,dacs,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_dacs_t05_bfbc41,gaia_b10_n3,dacs,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,305 BCE,False,False
gaia_b10_n3_dacs_t05_bfbc41,gaia_b10_n3,dacs,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_dacs_t05_bfbc41,gaia_b10_n3,dacs,a3,maths,What is the square root of 1764?,42,42,True,False
gaia_b10_n3_dacs_t05_fcc4c9,gaia_b10_n3,dacs,a1,history,"In which year did the ancient Library of Alexandria, in Egypt, reportedly begin its construction under Ptolemy I?",295 bc,305 BCE,False,False
gaia_b10_n3_dacs_t05_fcc4c9,gaia_b10_n3,dacs,a2,film,Which film won the Academy Award for Best Picture at the 2020 Oscar ceremony (held in February 2020)?,parasite,Parasite,True,False
gaia_b10_n3_dacs_t05_fcc4c9,gaia_b10_n3,dacs,a3,maths,What is the square root of 1764?,42,42,True,False
